snt_id	term	definition	explanation	exp_id
G09.1_754200012_1	"""authenticity"""	genuine representation of the true nature, origin, or identity of something or someone	term referring to a standard of honesty, originality, and sincerity, ensuring that something is true to its nature, source, or intended form	6
G09.1_754200012_1	"""digital techniques"""	methods applied in the digital realm, leveraging technology and computational tools for various purposes	methods and processes involving the purpose-driven application of digital tools and technologies for creative, analytical, or problem-solving endeavors concerning the digital realm	6
G09.1_754200012_1	"""image tampering"""	alterations made to an image with the aim of misleading viewers or conveying false information	deceptive practice involving the alteration of visual content to mislead or distort the intended message or perception, whether for malicious purposes, misinformation, or creating a false narrative	6
G09.1_754200012_1	"""images"""	visual representation of something, often in the form of a photograph, illustration, or digital rendering	visual representation of something, serving a variety of purposes, from artistic creation to communication and identity-building.	6
G09.1_754200012_1	"""problems"""	difficulty or issue that requires thoughtful analysis, decision-making, and resolution	issues and challenges regarded as problematic and requiring attention or intervention	6
G09.1_754200012_2	"""clues"""	piece of information that serves as a hint, leading to a solution or understanding	valuable piece of information or evidence strategically placed to assist in unraveling mysteries, solving problems, or making informed decisions	6
G09.1_754200012_2	"""detection"""	process of identifying or discovering the presence of something, often with the aim of monitoring or responding to a particular situation	proactive or reactive measure to identify, acknowledge, or respond to particular elements or situations within various domains, such us security and medical diagnostics	6
G09.1_754200012_2	"""double compression"""	process in digital data or image manipulation where a file undergoes compression more than once	term referring to the application of compression algorithms often with specific goals such as reducing file size or optimizing for transmission	6
G09.1_754200012_2	"""interpolation"""	technique used in digital image processing to estimate intermediate pixel values to improve the visual representation of images	term refferring to the use of interpolation algorithms to generate additional pixel values and create a smoother transition between existing pixels	6
G09.1_754200012_2	"""JPEG images"""	digital image file format that uses the Joint Photographic Experts Group (JPEG) compression algorithm to store and transmit photographic images	"compressed digital image format, suitable for various applications where balancing image quality with file size is crucial; it allows to optimize storage space and facilitate faster transmission of photographic images"	6
G09.1_754200012_2	"""JPEG-based forensics"""	specialized field of digital forensics focused the analysis of digital images in the JPEG format for legal or investigative purposes	techniques used in digital forensics to analyze and investigate images stored in the Joint Photographic Experts Group (JPEG) format in order to uncover evidence, validate authenticity, or identify manipulations within JPEG images	6
G09.1_754200012_2	"""multimedia data"""	forms of digital content that incorporate multiple types of media elements, such as text, audio, images, video, and interactive elements	comprehensive and integrated form of digital information that leverages various media formats to enhance communication, understanding, and user interaction	6
G09.1_754200012_2	"""multimedia forensics"""	specialized area of digital forensics, focusing on the investigation and analysis of multimedia content for legal or investigative purposes	specialized field of digital forensics focused on the analysis of multimedia data, which includes images, audio and video and other forms of digital media, for investigative purposes	6
G09.1_754200012_2	"""research topic"""	subject chosen for investigation or study within the context of research	term referring to the central theme or subject of scholarly inquiry, shaping the direction and focus of a research project or study	6
G09.1_754200012_2	"""rotation"""	transformation applied to a digital image to reorient its content by changing its angle or orientation	transformative process hat enables users to adjust the orientation of digital images according to their preferences or specific requirements	6
G09.1_754200012_3	"""image tampering"""	alterations made to an image with the aim of misleading viewers or conveying false information	deceptive practice involving the alteration of visual content to mislead or distort the intended message or perception, whether for malicious purposes, misinformation, or creating a false narrative	6
G09.1_754200012_3	"""issue"""	difficulty or problem that requires thoughtful analysis, decision-making, and resolution	difficulties and challenges regarded as problematic and requiring attention or intervention	6
G09.1_754200012_3	"""operations"""	systematic and coordinated activities or procedures conducted with a specific purpose	organized actions carried out to produce desired outcomes within diverse domains, often conducted in an organised manner	6
G09.1_754200012_3	"""quantization matrix"""	matrix used in the process of quantization within digital signal processing, particularly in the compression of digital images or videos	term referring to the use of quantization matrices (or mathematical tools) in digital compression algorithms to balance between reducing data size and maintaining acceptable quality	6
G09.1_754200012_4	"""detection method"""	process of identifying or discovering the presence of something, often with the aim of monitoring or responding to a particular situation	proactive or reactive measure to identify, acknowledge, or respond to particular elements or situations within various domains, such us security and medical diagnostics	6
G09.1_754200012_4	"""forgery manipulations"""	alterations made to digital or printed images with the purpose of creating false or misleading visual representations	term referring to deceptive practices, often employed for fraudulent, misleading, or malicious purposes, such as spreading misinformation or creating false narratives	6
G09.1_754200012_4	"""quantization matrix"""	matrix used in the process of quantization within digital signal processing, particularly in the compression of digital images or videos	term referring to the use of quantization matrices (or mathematical tools) in digital compression algorithms to balance between reducing data size and maintaining acceptable quality	6
G09.1_754200012_4	"""shift-recompression -based reshuffle characteristic features"""	intentional adjustments and reshuffling of image data, followed by the extraction of characteristic features that are indicative of image tampering	term referring to a method that aims to identify alterations or inconsistencies introduced during image tampering by adjusting the image data through shifting and recompression as well as extracting and analyzing characteristic features	6
G09.1_754200012_5	"""classification"""	process of categorizing items or data based on specific criteria or characteristics	systematic method for organizing information, facilitating analysis, or aiding in decision-making within diverse domains, including sciences, information systems, and data analysis	6
G09.1_754200012_5	"""learning classifiers"""	machine learning algorithms designed to learn patterns, relationships, or classifications from data	tools in machine learning that are capable of acquiring knowledge from data and making informed decisions or predictions based on that knowledge	6
G09.1_754200012_6	"""approach"""	systematic method of addressing and dealing with a situation	systematic and purposeful method applied in various domains to address, solve, or accomplish specific tasks or objectives	6
G09.1_754200012_6	"""experimental results"""	outcomes obtained through systematic experimentation and research	term referring to empirical evidence, providing insights and conclusions derived from systematic and controlled scientific or research processes	6
G09.1_754200012_6	"""image tampering"""	alterations made to an image with the aim of misleading viewers or conveying false information	deceptive practice involving the alteration of visual content to mislead or distort the intended message or perception, whether for malicious purposes, misinformation, or creating a false narrative	6
G09.1_754200012_6	"""manipulations"""	alterations made to an image with the aim of misleading viewers or conveying false information	deceptive practice involving the alteration of visual content to mislead or distort the intended message or perception, whether for malicious purposes, misinformation, or creating a false narrative	6
G09.1_754200012_6	"""quantization matrix"""	matrix used in the process of quantization within digital signal processing, particularly in the compression of digital images or videos	term referring to the use of quantization matrices (or mathematical tools) in digital compression algorithms to balance between reducing data size and maintaining acceptable quality	6
G10.1_1593729956_1	kinematic model	"The term ""kinematic model"" refers to a mathematical representation that describes the motion of a system of interconnected parts or components"	The term describes the way different parts of a moving system, like a robot arm, are connected and how they move together.	19
G10.1_1593729956_4	randomly chosen viable configuration	The term refers to a feasible or valid set of parameters or settings for a system or algorithm.	A randomly chosen viable configuration might represent a set of input values that adhere to the specified constraints and can be evaluated as a potential solution to the problem at hand.	19
G10.1_2093013061_2	consumer-grade depth camera	A consumer camera which captures the color and the intensity of a scene, but also its depth information, thus creating a three-dimensional representation.	consumer-grade depth camera is a term which is comprehensible for its users and the collectors. It is perceived as highly specific and therefore not very common in everyday situations.	1
G10.1_2093013061_2	odometry	The usage of internal sensors in a robotic environment to estimate the robot pose.	odometry as a term designates a particular scientific field in robotic contexts, and for this reason it is not so commonly heard in everyday society.	1
G10.1_2093013061_5	Nao humanoid	A small humanoid robot designed to interact with people and provided with programmable features, developed by Aldebaran Robotics.	Nao humanoid as a term points at a rather identifiable concept which nowadays is not as widespread, but it may possibly become a term of everyday usage in the future.	1
G10.1_2562908749_2	traversal costs	Difficulties incurred when navigating through a system.	Resources, time, costs and efforts required to move from one point to another within a specific framework or environment.	12
G10.1_2562908749_2	traversal costs	Difficulties incurring when navigating through a system.	Resources, time, costs and efforts required to move from one point to another within a specific framework or environment.	13
G10.1_2562908749_3	foresighted manner	Behavior characterized by the ability to anticipate and plan for future events	Strategic approach and mindset that aims to navigate predictable challenges and achieve long-term goals.	12
G10.1_2562908749_3	foresighted manner	Behaviour of anticipating and planning future events.	Strategic approach and mindset that aims to navigate predictable challenges and achieve long-term goals.	13
G10.1_2562908749_4	completion times	Duration required to finish a particular task.	Period of time required for the conclusion of specific activities. In various domains, completion times measure the duration from the start to the conclusion of a task.	12
G10.1_2562908749_4	completion times	Duration required to finish a particular task.	Period of time required for the conclusion of specific activities. In various domains, completion times measure the duration from the start to the conclusion of a task.	13
G10.1_2906808597_6	greedy approach	Approach to algorithm aimed at solving optimization problems.	A simple way to solve optimization problems in algorithms. It involves making the optimal choice at each stage. The main advantage is that it is easy to understand and implement.	11
G10.1_2968701259_1	"""environment"""	The conditions that you live or work in and the way that they influence how you feel or how effectively you can work.	NA	7
G10.1_2968701259_1	"""mobile robots"""	A machine controlled by a computer that is used to perform jobs automatically.	NA	7
G10.1_2968701259_2	"""humanoids"""	A machine or creature with the appearance and qualities of a human.	NA	7
G10.1_2968701259_2	"""wheeled robots"""	A robot that goes by wheels.	NA	7
G10.1_2968701259_3	"""height information"""	Infomation about the height.	NA	7
G10.1_2968701259_3	"""occupancy map"""	A grid map to abstractly represent any indoor environment, including a house, apartment, and office.	NA	7
G10.1_2968701259_3	"""path"""	A route or track between one place and another, or the direction in which something is moving.	NA	7
G10.1_2968701259_4	"""obstacles"""	Something that blocks you so that movement, going forward, or action is prevented or made more difficult.	NA	7
G10.1_2968701259_4	"""stages"""	A part of an activity or a period of development.	NA	7
G10.1_2968701259_5	"""height maps"""	Map in that they are an image that stores height data of a surface.	NA	7
G10.1_2968701259_5	"""planar regions"""	Area having a flat or level surface that continues in all directions.	NA	7
G10.1_2968701259_6	"""CPU"""	Abbreviation for 'central processing unit': the part of a computer that controls all the other parts.	NA	7
G10.1_2968701259_6	"""system"""	Set of connected things or devices that operate together.	NA	7
G10.1_2968701259_7	"""computation cycle"""	The fundamental unit of time in a computer's operation and is used to measure the speed and efficiency of a CPU.	A unity of measure of time for calculating how speed is a CPU	7
G10.1_2968701259_7	"""footstep planning"""	The process of planning a robot's movement from one point to another, which usually involves moving on uneven terrain.	The planification of the robot's movements within a path	7
G10.1_2968701259_7	"""simulation"""	A model of a set of problems or events that can be used to teach someone how to do something.	NA	7
G11.1_2794850674_1	lab automation drone	Lab automation drone is a drone designed to automate certain tasks within a laboratory or research environment.	A lab automation drone might be used to enhance some labo activities such as sample transport, inventory management, maintenance tasks and surveillance.	10
G11.1_2794850674_2	robotic rotorcraft	A robotic rotorcraft is an aircraft that uses lift generated by rotor blades to achieve vertical takeoff and landing.	Several rotor blades mounted on a single mast are referred to as a rotor. These features aalso allow the rotrcraft to hover in place. The most common example of rotorcraft is the helicopter.	10
G11.1_2794850674_3	high throughput systems	A high throughput system is the use of many computing resources over long periods of time to accomplish a computational task.	High-throughput systems refer to technologies or processes that are designed to handle a large volume of data, samples, or tasks in a rapid and efficient manner. These systems are characterized by their ability to process, analyze, or generate results for a significant number of items or events. High-throughput approaches are commonly used in genomics, drug discovery, laboratory automation, and information technology.	10
G11.1_2794850674_3	HTS	A high throughput system is the use of many computing resources over long periods of time to accomplish a computational task.	High-throughput systems refer to technologies or processes that are designed to handle a large volume of data, samples, or tasks in a rapid and efficient manner. These systems are characterized by their ability to process, analyze, or generate results for a significant number of items or events. High-throughput approaches are commonly used in genomics, drug discovery, laboratory automation, and information technology.	10
G11.1_2794850674_3	microarray	A microarray is a laboratory tool to simultaneously analyze the expression levels of a large number of genes or multiple regions of a genome.	Used in molecular biology and genetics, it is a set of microscopic DNA probes attached to a solid surface such as glass, plastic, or silicon chips forming an array. Such arrays make it possible to simultaneously examine the presence of a large number of genes within a DNA sample. A typical use is to compare the gene expression profile of a sick individual with that of a healthy one to identify which genes are involved in the disease.	10
G11.1_2794850674_3	unmanned aerial vehicle	An unmanned aerial vehicle is an aircraft that operates without a human pilot or crew onboard.	Unmanned aerial vehicles can be remotely controlled by a human operator or autonomously programmed to follow a specific flight path or perform certain tasks. They are usually referred to as drones and they can come in various sizes and configurations, ranging from small consumer drones to large military drones.	10
G11.1_2794850674_5	6 degree-of-freedom arm	A 6 degree-of-freedom arm is a robotic arm that has the ability to move in six different directions.	These six directions are commonly referred to as the six degrees of freedom (DOF) and include translation along the x, y, and z axes, as well as rotation around these same axes.	10
G11.1_2794850674_5	degrees of freedom are the maximum number of logically independent values in a data sample.	Degrees of freedom are the maximum number of logically independent values in a data sample.	Degrees of freedom are calculated by subtracting one from the number of items within the data sample. Degrees of freedom are the number of independent variables that can be estimated in a statistical analysis and tell you how many items can be randomly selected before constraints must be put in place.	10
G11.1_2794850674_5	DOF	Degrees of freedom are the maximum number of logically independent values in a data sample.	Degrees of freedom are calculated by subtracting one from the number of items within the data sample. Degrees of freedom are the number of independent variables that can be estimated in a statistical analysis and tell you how many items can be randomly selected before constraints must be put in place.	10
G11.1_2794850674_6	test-and-evaluation approach	The test-and-evaluation approach is a methodology used to assess the performance, capabilities, and characteristics of a system, product or process.	It is commonly employed in various fields, including military and defense, engineering, software development, and product testing. The primary goal of test and evaluation is to ensure that a system or product meets specified requirements, operates effectively, and fulfills its intended purpose.	10
G11.1_2892036907_10	Computational efficiency	the computational efficiency describes the properties of an algorithm (or software) which relate to the amount of computational resources used by an algorithm (or software). An algorithm (or software) must be analyzed to determine its resource usage	Computational efficiency refers to the ability of a computer system, algorithm, or software application to perform a task or solve a problem with optimal use of computational resources, such as time, memory, and energy. An efficiently designed computational system or algorithm achieves its objectives in a timely manner while minimizing resource consumption. Computational efficiency measures the amount of time or memory required for a given step in a calculation, such as an evaluation of a log posterior or penalized likelihood.	20
G11.1_2892036907_10	MAVNet	MAVNet refers to a network or system involving the coordination and communication among Mini Aerial Vehicles (MAVs), which are small unmanned aerial vehicles or drones	The concept of MAVNet aligns with the trend in drone technology, where researchers and engineers explore the capabilities of networks of small, interconnected drones for various applications. These applications range from environmental monitoring to search and rescue missions, where a network of mini aerial vehicles can offer advantages in terms of coverage, redundancy, and task efficiency. Such networks of mini drones could be used in applications such as collaborative sensing, distributed surveillance, swarm robotics, or coordinated data collection. The networking aspect allows these vehicles to share information, coordinate their movements, and potentially work together to accomplish tasks more efficiently than individual drones operating in isolation.	20
G11.1_2892036907_11	Learning based navigation	learning based navigation refers to a navigation approach where a system learns to navigate and make decisions in its environment through the use of machine learning algorithms	In a learning based navigation, instead of relying on explicit programming or predefined rules, the system learns from data, often gathered through experience or training, to autonomously navigate and adapt to different scenarios. Learning based navigation relies on machine learning algorithms that enable a system to learn patterns, associations, and decision-making strategies from data. Common machine learning techniques include supervised learning, reinforcement learning, and deep learning. Learning based navigation is applied in various domains, including autonomous vehicles, drones, mobile robots, and robotic systems. It enables these systems to navigate complex environments, avoid obstacles, and reach specific goals without explicit programming for every possible situation. Furthermore, learning based navigation systems are known for their adaptability. They can adapt to changes in the environment, variations in terrain, and unexpected obstacles by continuously learning and updating their models.	20
G11.1_2892036907_11	State-of-the-art method	the state-of-the-art method refers to the state-of-the-art (SOTA, sometimes cutting edge or leading edge) that is the highest level of general development, as of a device, technique, or scientific field achieved at a particular time	A state-of-the-art method refers to a technique, approach, or methodology that represents the most advanced or current level of achievement in a particular field of study, technology, or industry. It reflects the cutting-edge practices, innovations, and knowledge at a given point in time. State-of-the-art methods are often characterized by their superior performance, effectiveness, or novelty compared to existing methods. If you describe something as state-of-the-art, you mean that it is the best available because it has been made using the most modern techniques and technology.	20
G11.1_2892036907_11	Vision based navigation	vision based navigation is a reliable method to maneuver complicated environments with ease	Vision based navigation is a technique that relies on visual information obtained from cameras or sensors to guide and control the movement of a device, typically a robot, drone, or autonomous vehicle. Instead of relying on external signals like GPS, vision-based navigation uses computer vision algorithms to interpret and understand the visual data from the surroundings, allowing the device to navigate and make decisions based on what it 'sees'. Vision based navigation provides a way for devices to autonomously navigate and interact with their environment by interpreting visual information.	20
G11.1_2892036907_2	Unmanned aerial vehicle	an Unmanned Aerial Vehicle is a powered, aerial vehicle that does not carry a human operator, uses aerodynamic forces to provide vehicle lift, can fly autonomously or be piloted remotely, can be expendable or recoverable, and can carry a lethal or nonlethal payload	An Unmanned Aerial Vehicle (UAV), commonly referred to as a drone, is an aircraft that operates without a human pilot on board. UAVs can be remotely controlled by a human operator or can navigate autonomously through pre-programmed flight plans or dynamic interactions with their environment. These vehicles encompass a diverse range of configurations, sizes, and applications, and they are utilized across various sectors, including military, civilian, and commercial domains. Ballistic or semiballistic vehicles, cruise missiles, and artillery projectiles are not considered unmanned aerial vehicles. Examples of UAVs can be consumer drones, military UAVs, commercial and industrial drones, research, and development drones.	20
G11.1_2892036907_3	Civil drone	a civil drone, also known as a civilian or commercial drone, is an unmanned aerial vehicle (UAV) designed for non-military or non-defense purposes	A civil drone is a type of unmanned aircraft that is employed for various non-military purposes. Unlike military drones designed for defense and combat applications, civil drones are utilized in civilian and commercial sectors. They serve a multitude of functions, from recreational activities and hobby flying to more professional and business-oriented tasks. Common uses include capturing aerial photographs and videos, surveying landscapes, monitoring crops, inspecting infrastructure such as bridges and power lines, and assisting in search and rescue operations.	20
G11.1_2892036907_3	operation ceiling	Height above sea level at which an aircraft with normal-rated load is unable to climb faster than 100 feet per minute under standard air conditions.	Maximum altitude or height above a reference point at which an aircraft can effectively and safely operate.	3
G11.1_2892036907_3	Road-tracking based navigation	road-tracking based navigation refers to a navigation system that relies on tracking and analyzing road-related features and information to guide the movement of a vehicle or provide directions to users	Road-tracking based navigation is a technology used to guide vehicles along roads by continuously monitoring and analyzing the surrounding road infrastructure. This navigation method is commonly employed in various applications, including automotive navigation systems, autonomous vehicles, and advanced driver assistance systems (ADAS). This approach often involves utilizing sensors, cameras, and mapping data to understand the road environment and make informed decisions regarding vehicle positioning, route planning, and maneuvering.	20
G11.1_2892036907_4	Data-driven solution	a data-driven solution refers to an approach in problem-solving and decision-making where decisions, insights, and actions are primarily guided by the analysis and interpretation of relevant data	A data-driven solution involves leveraging data to understand patterns, trends, and relationships, ultimately driving informed and evidence-based conclusions. The emphasis is on using data to inform and guide various aspects of decision-making or problem-solving processes. Generally, a data-driven solution follows some steps: data collection, data analysis, decision-making process, and monitoring and iteration. Data-driven solutions are widely used across various industries and domains, including business, healthcare, finance, marketing.	20
G11.1_2892036907_4	Imitation learning based solution	an imitation learning-based solution refers to a system or model developed using imitation learning	Imitation learning - the machine learning used to put into practice an imitation learning based solution - also known as learning from demonstration, involves training a model to imitate a demonstrated behavior rather than learning from explicit instructions or rewards. In a nutshell, it is a machine learning paradigm where an algorithm learns a task by observing and imitating the behavior demonstrated by an expert. In an imitation learning-based solution, the process generally unfolds as follows: expert demonstration, training data, model training, testing and deployment. Imitation learning is applied in various fields, including robotics and autonomous systems. It is especially valuable when it is challenging to explicitly define the rules or algorithms governing a task but sufficient examples of correct behavior are available for learning. Here there is an example of imitation learning solution in the field of autonomous driving: we want to teach an autonomous vehicle to drive safely and make appropriate decisions in various traffic situations. The model observes expert human drivers and learns to mimic their behaviors, such as lane-keeping, changing lanes, stopping at traffic signals, and handling complex road scenarios.	20
G11.1_2892036907_4	UAV autonomy	Level of independent decision-making and operational capability exhibited by an Unmanned Aerial Vehicle (UAV) or drone.	Level of autonomy of the UAV to perform tasks, navigate, and respond to changing environmental conditions without continuous direct human intervention.	3
G11.1_2892036907_4	UAV autonomy	Unmanned Aerial Vehicle (UAV) autonomy refers to the ability of a drone or unmanned aircraft to operate and make decisions independently, without direct human intervention	UAV autonomy involves endowing unmanned aerial vehicles with a level of intelligence and decision-making capability that allows them to function autonomously in various scenarios. Autonomous UAVs are equipped with technologies that enable them to perform tasks, navigate through environments, and make decisions based on sensor inputs and pre-programmed instructions, allowing them to execute missions without constant human control. UAV autonomy is a crucial aspect of drone technology, especially in applications where real-time decision-making and adaptability to changing environments are essential. While some drones are designed for manual control, others are built with varying levels of autonomy, depending on the complexity of the tasks they are expected to perform. Autonomy in UAVs is a key enabler for applications such as precision agriculture, search and rescue, environmental monitoring, and autonomous deliveries.	20
G11.1_2892036907_5	inception model	Neural network architecture characterized by the use of inception modules.	Deep learning model used for image classification and notable for its efficiency in information extraction.	3
G11.1_2892036907_5	Inception model	the Inception model is a deep convolutional neural network architecture designed for image classification and object recognition tasks	The Inception model is named after the 'inception modules' it incorporates. An inception module is a building block that employs multiple convolutional filters of different sizes (1x1, 3x3, and 5x5) and pooling operations simultaneously. This parallel processing enables the network to capture features at various spatial resolutions within the same layer. It helps address the challenge of selecting an appropriate filter size, allowing the model to learn diverse features and capture both fine and coarse patterns in the input data. Inception has served as a milestone in the development of deep learning architectures, demonstrating the effectiveness of inception modules and influencing subsequent models. It achieved top performance in the ILSVRC 2014 competition and showcased the benefits of parallelizing convolutional operations for feature extraction. Since then, variations and improvements to the Inception architecture have been proposed, such as Inception-v2, Inception-v3, and Inception-ResNet, each introducing refinements and enhancements.	20
G11.1_2892036907_5	Input frame	an input frame typically refers to a single image or frame of data that is provided as input to a system, process, or algorithm	An input frame in machine learning is a structured set of input variables or features that represents a single data point within a dataset. It serves as the input to a machine learning model, and the model uses the information encoded in the input frame to make predictions or classifications.	20
G11.1_2892036907_5	Tomographic reconstruction	tomographic reconstruction is a computational technique used in medical imaging, geophysics, and other fields to create detailed, three-dimensional images of an object or a region from a series of two-dimensional cross-sectional images	Tomography, derived from the Greek words 'tomos' (meaning 'slice') and 'graphia' (meaning 'writing'), involves capturing images of an object or a section of the body from multiple angles. These images, known as projections or sinograms, are acquired as the penetrating waves or particles pass through the object. The process of tomographic reconstruction is applied to transform these 2D projections into a 3D representation of the internal structures. The process involves mathematically reconstructing the internal structure of the object based on its interactions with penetrating waves or particles, such as X-rays, ultrasound, or gamma rays. The mathematical algorithms used in reconstruction aim to recover the spatial distribution of attenuation coefficients or other relevant properties within the object.	20
G11.1_2892036907_6	Imitation learning	imitation learning is a process of learning from demonstrations, also known as 'apprenticeship learning'	Imitation learning is a machine learning paradigm where an algorithm learns a task by observing and mimicking the behavior demonstrated by an expert. Instead of relying on explicit programming or predefined rules, imitation learning allows a model to acquire knowledge and skills by imitating examples provided by a knowledgeable source. mitation learning is often employed in scenarios where it is challenging to manually specify the rules or algorithms required to perform a task. It's important to note that while imitation learning is powerful for learning from demonstrations, it may not perform optimally in situations where exploration and adaptation to novel situations are crucial. In such cases, a combination of imitation learning and reinforcement learning approaches may be employed. The choice to use imitation learning depends on the nature of the task, the availability of expert demonstrations, and the desired behavior of the system.	20
G11.1_2892036907_6	Inception-v3 architecture	inception-v3 is a convolutional neural network architecture from the Inception family that makes several improvements including using Label Smoothing, Factorized 7 x 7 convolutions, and the use of an auxiliary classifer to propagate label information lower down the network (along with the use of batch normalization for layers in the sidehead)	"The Inception V3 is a deep learning model based on Convolutional Neural Networks, which is used for image classification. The inception V3 is a superior version of the basic model Inception V1 which was introduced as GoogLeNet in 2014. As the name suggests it was developed by a team at Google. An inception module is a building block that employs multiple convolutional filters of different sizes (1x1, 3x3, and 5x5) and pooling operations simultaneously. The inception V3 is just the advanced and optimized version of the inception V1 model. The Inception V3 model used several techniques for optimizing the network for better model adaptation. It has higher efficiency; it has a deeper network compared to the Inception V1 and V2 models, but its speed isn't compromised; it is computationally less expensive; it uses auxiliary Classifiers as regularizes. The inception v3 model was released in the year 2015, it has a total of 42 layers and a lower error rate than its predecessors."	20
G13.1_2570453702_1	SMEs	Businesses that fall within a small-medium range in terms of number of employees and revenue.	SME is short for Small and Medium-sized Enterprises, meaning businesses that fall within a small-medium range in terms of their number of employees and revenue.	12
G13.1_2570453702_1	SMEs	Businesses that fall within a small-medium range of number of employees and revenue.	SME is short for Small and Medium-sized Enterprises, meaning businesses that fall within a small-medium range in terms of their number of employees and revenue.	13
G13.1_2570453702_2	ICT-based tools	Technological systems designed for specific functionalities for the domain of Information and Communication Technology	ICT is short for Information and Communication Technology. Specific set of software and hardware applications that use digital technologies in order to help the developping of informatic communication.	12
G13.1_2570453702_2	ICT-based tools	Technological systems designed for the domain of Information and Communication Technology	ICT is short for Information and Communication Technology. Specific set of software and hardware applications that use digital technologies in order to help the developping of informatic communication.	13
G13.1_2570453702_3	tourism literature	Scientific material that focuses on the description of travel destinations, experiences, and related activities.	NA	12
G13.1_2570453702_3	tourism literature	Scientific material that focuses on the description of travel destinations, experiences, and related activities.	NA	13
G13.1_2570453702_4	ICT-based uptake	Process and degree to which individuals adopt  Information and Communication Technology tools.	Level of use, adoption and integration of ICT tools by individuals, organizations and communities in their daily life.	12
G13.1_2570453702_4	ICT-based uptake	Process and degree to which individuals adopt  Information and Communication Technology tools.	Level of use, adoption and integration of ICT tools by individuals, organizations and communities in their daily life.	13
G13.1_2570453702_6	ICT-based tools	Technological systems designed for specific functionalities for the domain of Information and Communication Technology	ICT is short for Information and Communication Technology. Specific set of software and hardware applications that use digital technologies in order to help the developping of informatic communication.	12
G13.1_2570453702_6	ICT-based tools	Technological systems designed for the domain of Information and Communication Technology	ICT is short for Information and Communication Technology. Specific set of software and hardware applications that use digital technologies in order to help the developping of informatic communication.	13
G13.1_2570453702_6	tourism SMEs	Small and Medium-sized businesses operating within the tourism industry.	Business operating in the tourism sector, such as accomodations, travel agencies and tour operators, with a limited number of employees and falling within specific revenue.	12
G13.1_2570453702_6	tourism SMEs	Small and medium-sized businesses operating within the tourism industry.	Business operating in the tourism sector, such as accomodations, travel agencies and tour operators, with a limited number of employees and falling within a specific amount of revenue.	13
G13.1_3004169763_1	Internet	a global network of interconnected computers and devices.	It enables communication through various means, such as emails, instant messaging, and video calls. The Internet also serves as a platform for accessing diverse online services, including websites, applications, and resources. It operates on a decentralized structure, connecting users globally and fostering collaboration, communication, and the dissemination of information across different geographical locations.	15
G13.1_3004169763_2	digital world	the realm encompassing digital technologies, virtual environments, and online interactions.	It includes various aspects such as the internet, digital communication tools, virtual environments, and the interconnected ecosystems of electronic devices, creating a dynamic landscape for information exchange, collaboration, and innovation.	15
G13.1_3004169763_3	advertising	a specific component of marketing that involves creating and disseminating promotional messages or content to a target audience.	It involves various channels, such as print, digital, or broadcast media, to communicate promotional content. The aim of advertising is to raise awareness, generate interest, and stimulate desired actions, such as purchasing a product or engaging with a brand.	15
G13.1_3004169763_3	marketing	strategic process of promoting and selling products or services.	It encompasses a range of activities, including market research to understand consumer needs, branding to establish a distinctive identity, and customer engagement to build lasting relationships. The goal of marketing is to create value for both the business and its customers.	15
G13.1_3004169763_4	countless business entities	innumerable organizations or companies engaged in diverse commercial activities.	The term emphasizes the sheer diversity and scale of businesses, ranging from small enterprises to multinational corporations, collectively contributing to the global economic landscape.	15
G13.1_3004169763_4	digital marketing tools	technological instruments and platforms utilized in online promotional activities.	These tools encompass a range of strategies, including social media marketing, search engine optimization (SEO), email marketing, and analytics. Leveraging these tools enhances the effectiveness of digital marketing campaigns, enabling businesses to reach and engage their target audiences in the online sphere.	15
G13.1_3004169763_4	Key Opinion Leaders	individuals who hold significant influence and expertise in a specific industry or niche.	Their opinions and endorsements are highly regarded, making them valuable for businesses seeking to enhance their brand image or promote products. KOLs often have a substantial following on social media platforms or other channels, allowing them to impact a large audience.	15
G13.1_3004169763_4	KOLs	individuals who hold significant influence and expertise in a specific industry or niche.	Their opinions and endorsements are highly regarded, making them valuable for businesses seeking to enhance their brand image or promote products. KOLs often have a substantial following on social media platforms or other channels, allowing them to impact a large audience.	15
G13.1_3004169763_6	fuzzy-AHP method	decision-making technique that combines the Analytic Hierarchy Process (AHP) with fuzzy logic.	It accommodates uncertainties and imprecise information in decision processes. Fuzzy-AHP is particularly useful when dealing with complex decisions where the available data may not be entirely precise, allowing for a more nuanced and flexible decision-making approach.	15
G13.1_3004169763_6	industry practitioners	industry practitioners are professionals actively engaged in a specific industry or field.	They possess practical knowledge, expertise, and hands-on experience related to the operations, trends, and challenges within that industry. These individuals play a crucial role in applying theoretical knowledge to real-world situations, contributing to the practical advancement and success of their respective industries.	15
G13.1_3004169763_7	marketing objectives	specific, measurable goals that organizations aim to achieve through their marketing strategies.	These objectives guide marketing efforts and help businesses focus on what they want to accomplish within a defined period. Common marketing objectives include increasing brand awareness, boosting product sales, expanding market share, enhancing customer engagement, and achieving specific revenue targets. Clear marketing objectives provide direction, help measure success, and contribute to overall business growth and success.	15
M1_1_1	Homeostasis	homeostasis is a self-regulating process by which a living organism can maintain internal stability while adjusting to changing external conditions	Homeostasis is a process that defines the capacity for self-regulation (of values such as body temperature or skin pH) of living beings, which is important for maintaining constant the internal environment despite changes in the external environment (concept of dynamic equilibrium).	20
