doc_id	snt_id	snt_source
39	M7_39_2	The purpose of this paper was to conduct a systematic review and meta-analysis of experimental studies designed to investigate the effects of weekly training frequency on hypertrophic adaptations.
39	M7_39_3	Results showed no significant difference between higher and lower frequency on a volume-equated basis.
39	M7_39_4	Meta-regression analysis of non-volume-equated studies showed a significant effect favoring higher frequencies, although the overall difference in magnitude of effect between frequencies of 1 and 3+ days per week was modest.
39	M7_39_5	In conclusion, there is strong evidence that resistance training frequency does not significantly or meaningfully impact muscle hypertrophy when volume is equated.
39	M7_39_6	Thus, for a given training volume, individuals can choose a weekly frequency per muscle groups based on personal preference.
4	M1_4_1	The ingestion of ∼20–25 g of high quality protein soon after exercise [7], repeated every 4 h [8] has been shown to maximise the anabolic response in skeletal muscle.
50	M18_50_1	It has been hypothesized that eating small, frequent meals enhances fat loss and helps to achieve better weight maintenance.
50	M18_50_2	Several observational studies lend support to this hypothesis, with an inverse relationship noted between the frequency of eating and adiposity.
50	M18_50_3	The purpose of this narrative review is to present and discuss a meta-analysis with regression that evaluated experimental research on meal frequency with respect to changes in fat mass and lean mass.
50	M18_50_4	Feeding frequency was positively associated with reductions in fat mass and body fat percentage as well as an increase in fat-free mass.
50	M18_50_5	However, sensitivity analysis of the data showed that the positive findings were the product of a single study, casting doubt as to whether more frequent meals confer beneficial effects on body composition.
50	M18_50_6	In conclusion, although the initial results of this meta-analysis suggest a potential benefit of increased feeding frequencies for enhancing body composition, these findings need to be interpreted with circumspection.
567125047	G09.1_567125047_1	The malicious alteration of machine time is a big challenge in computer forensics.
567125047	G09.1_567125047_2	Detecting such changes and reconstructing the actual timeline of events is of paramount importance.
567125047	G09.1_567125047_3	However, this can be difficult since the attacker has many opportunities and means to hide such changes.
567125047	G09.1_567125047_4	In particular, cloud computing, host and guest machine time can be manipulated in various ways by an attacker.
567125047	G09.1_567125047_5	Guest virtual machines are especially vulnerable to attacks coming from their (more privileged) host.
567125047	G09.1_567125047_6	As such, it is important to guarantee the timeline integrity of both hosts and guests in a cloud, or at least to ensure that the alteration of such timeline does not go undetected.
567125047	G09.1_567125047_7	In this paper we survey the issues related to host and guest machine time integrity in the cloud.
567125047	G09.1_567125047_8	Further, we describe a novel architecture for host and guest time alteration detection and correction/resilience with respect to compromised hosts and guests.
567125047	G09.1_567125047_9	The proposed framework has been implemented on an especially built simulator.
567125047	G09.1_567125047_10	Performance figures show the feasibility of our proposal.
6	M1_6_1	The cultural environment surrounding some sports often involves the intake of large amounts of alcohol after training and competition, with athletes in several team sports being particularly at risk of “binge drinking” practices [9]–[11].
602340265	G06.2_602340265_1	In the wake of the on-going digital revolution, we will see a dramatic transformation of our economy and most of our societal institutions.
602340265	G06.2_602340265_2	While the benefits of this transformation can be massive, there are also tremendous risks to our society.
602340265	G06.2_602340265_3	After the automation of many production processes and the creation of self-driving vehicles, the automation of society is next.
602340265	G06.2_602340265_4	This is moving us to a tipping point and to a crossroads: we must decide between a society in which the actions are determined in a top-down way and then implemented by coercion or manipulative technologies (such as personalized ads and nudging) or a society, in which decisions are taken in a free and participatory way and mutually coordinated.
602340265	G06.2_602340265_5	Modern information and communication systems (ICT) enable both, but the latter has economic and strategic benefits.
602340265	G06.2_602340265_6	The fundaments of human dignity, autonomous decision-making, and democracies are shaking, but I believe that they need to be vigorously defended, as they are not only core principles of livable societies, but also the basis of greater efficiency and success.
8	M1_8_1	Although the concurrent consumption of carbohydrate can partially offset the deleterious effects of alcohol intake on post-exercise glycogen resynthesis [14], the effect of alcohol consumption on muscle protein synthesis is unknown.
855132903	G06.2_855132903_1	In this paper we present queueing-theoretical methods for the modeling, analysis, and control of autonomous mobility-on-demand MOD systems wherein robotic, self-driving vehicles transport customers within an urban environment and rebalance themselves to ensure acceptable quality of service throughout the network.
855132903	G06.2_855132903_2	We first cast an autonomous MOD system within a closed Jackson network model with passenger loss.
855132903	G06.2_855132903_3	The theoretical insights are used to design a robust, real-time rebalancing algorithm, which is applied to a case study of New York City and implemented on an eight-vehicle mobile robot testbed.
855132903	G06.2_855132903_4	The case study of New York shows that the current taxi demand in Manhattan can be met with about 8,000 robotic vehicles roughly 70% of the size of the current taxi fleet operating in Manhattan.
855132903	G06.2_855132903_5	Finally, we extend our queueing-theoretical setup to include congestion effects, and study the impact of autonomously rebalancing vehicles on overall congestion.
855132903	G06.2_855132903_6	Collectively, this paper provides a rigorous approach to the problem of system-wide coordination of autonomously driving vehicles, and provides one of the first characterizations of the sustainability benefits of robotic transportation networks.
9	M1_9_1	The aim of the current study was to determine the effect of alcohol intake on anabolic cell signaling and rates of myofibrillar protein synthesis (MPS) in humans during recovery from a bout of strenuous exercise approximating stresses an athlete may experience in training and performance for various team sports such as various football and rugby codes, and court sports.
1491527877	G01.1_1491527877_1	In order to facilitate knowledge transfer between specialists and generalists and between experts and novices, and to promote interdisciplinary communication, there is a need to provide methods and tools for doing so.
1491527877	G01.1_1491527877_2	This interdisciplinary research team developed and evaluated a decision support tool (DST) on a personal digital assistant (PDA) for cardiac tele-triage/tele-consultation when the presenting problem was chest pain.
1491527877	G01.1_1491527877_3	The combined human factors methods of cognitive work analysis during the requirements-gathering phase and ecological interface design during the design phase were used to develop the DST.
1491527877	G01.1_1491527877_4	A pilot clinical trial was conducted at a quaternary cardiac care hospital over a 3-month period.
1491527877	G01.1_1491527877_5	During this time, the DST was used by the nine nursing coordinators who provide tele-triage/tele-consultation 24/7.
1491527877	G01.1_1491527877_6	This clinical trial validated the design and demonstrated its usefulness to advanced cardiac care nurses, its potential for use by nurses less experienced in cardiac care, and for its potential use in an interdisciplinary team environment.
1497796471	G01.1_1497796471_1	The proliferation of mobile devices such as smart phones and Personal Digital Assistant (PDA) opens new ways for developing mobile E-commerce systems (so called Mobile-commerce or M-commerce system).
1497796471	G01.1_1497796471_2	In Mcommerce systems, we still see many common components that we have in standard E-commerce applications, such as web servers and database servers.
1497796471	G01.1_1497796471_3	However, these new applications raise some unique challenges.
1497796471	G01.1_1497796471_4	For example, the limitations of mobile devices (e.g., small screen size and reduced CPU performance) implies that software development is partly different from desktop applications.
1497796471	G01.1_1497796471_5	Questions which are posed when designing M-commerce system include: “What kind of information do the users want to access via mobile devices?”, “How can we provide useful applications with limited user input facility?”, “How can we test a distributed M-commerce system?” In this paper, we discuss about some software development issues for mobile commerce systems from our experiences while developing an M-commerce system for tourists.
1497796471	G01.1_1497796471_6	Our prototype, easyHotel, is an useful software that allows booking hotel rooms via mobile phones.
1534162055	G01.1_1534162055_1	The limitations and constraints of mobile systems need to be adequately addressed in software development.
1534162055	G01.1_1534162055_2	We have been developing a taxonomy of risks based on SEIu0027s risk questionnaire and applied it during the development of a negotiation support system for a Personal Digital Assistant (PDA).
1534162055	G01.1_1534162055_3	In our planned research, we will explore how we can better integrate existing risk management strategies and Agile Methods (AM).
28	M1_28_1	The quantity of alcohol consumed in the current study was based on amounts reported during binge drinking by athletes.
2885025643	G09.1_2885025643_1	Detection of different types of image editing operations carried out on an image is an important problem in image forensics.
2885025643	G09.1_2885025643_2	It gives the information about the processing history of an image, and also can expose forgeries present in an image.
2885025643	G09.1_2885025643_3	There have been a few methods proposed to detect different types of image editing operations in a single framework.
2885025643	G09.1_2885025643_4	However, all the operations have to be known a priori in the training phase.
2885025643	G09.1_2885025643_5	But, in real-forensics scenarios it may not be possible to know about the editing operations carried out on an image.
2885025643	G09.1_2885025643_6	To solve this problem, we propose a novel deep learning-based method which can differentiate between different types of image editing operations.
2885025643	G09.1_2885025643_7	The proposed method classifies image patches in a pair-wise fashion as either similarly or differently processed using a deep siamese neural network.
2885025643	G09.1_2885025643_8	Once the network learns feature that can discriminate between different image editing operations, it can differentiate between different image editing operations not present in the training stage.
2885025643	G09.1_2885025643_9	The experimental results show the efficacy of the proposed method in detecting/discriminating different image editing operations.
2889740224	G08.1_2889740224_1	The rise of modern blockchains has facilitated the emergence of smart contracts: autonomous programs that live and run on the blockchain.
2889740224	G08.1_2889740224_2	"Smart contracts have seen a rapid climb to prominence, with applications predicted in law, business, commerce, and governance.  contracts :[39],""are commonly written in a high-level language such as Ethereumu0027s Solidity, and translated to compact low-level bytecode for deployment on the blockchain."
2889740224	G08.1_2889740224_3	Once deployed, the bytecode is autonomously executed, usually by a %Turing-complete virtual machine.
2889740224	G08.1_2889740224_4	As with all programs, smart contracts can be highly vulnerable to malicious attacks due to deficient programming methodologies, languages, and toolchains, including buggy compilers.
2889740224	G08.1_2889740224_5	"At the same time, smart contracts :[39],""are also high-value targets, often commanding large amounts of cryptocurrency."
2889740224	G08.1_2889740224_6	Hence, developers and auditors need security frameworks capable of analysing low-level bytecode to detect potential security vulnerabilities.
2889740224	G08.1_2889740224_7	In this paper, we present Vandal: a security analysis framework for Ethereum smart contracts.
2889740224	G08.1_2889740224_8	Vandal consists of an analysis pipeline that converts low-level Ethereum Virtual Machine (EVM) bytecode to semantic logic relations.
2889740224	G08.1_2889740224_9	Users of the framework can express security analyses in a declarative fashion: a security analysis is expressed in a logic specification written in the \souffle language.
1524829466	G01.1_1524829466_1	Little is known about how viable new mobile applications emerge in complex commercial environments.
1524829466	G01.1_1524829466_2	Research in the sociology of technology suggests that the evolution of new applications is a process of social interaction between multiple constituencies, aiming to create a common definition of mobile technology problems and solutions that is obvious only in retrospect.
1524829466	G01.1_1524829466_3	This theory is illustrated by the early evolution of the personal digital assistant (PDA).
1524829466	G01.1_1524829466_4	"According to this view, established technological communities attempt to impose their own definitions of key problems and solutions on new mobile technology, thereby forcing newer players to provide a ""total system"" that completely redefines a new application area."
1527980854	G01.1_1527980854_1	We have developed two-way location aware system, named as “The Beijing Explorer”, which exchanged positioning information and users’ situation to one another using a PDA (Personal Digital Assistant) with built-in wireless LAN and a GPS (Global Positioning System) receiver in real time.
1527980854	G01.1_1527980854_2	Users can see their position and their chats on the screen of a PDA using the system real-timely.
1527980854	G01.1_1527980854_3	The system was used for the guidance of the Palace Museum (Forbidden City) in Beijing, China.
1527980854	G01.1_1527980854_4	We carried on experiments two times using the system.
1527980854	G01.1_1527980854_5	The results of experiments show that the service using positioning data and sharing contents were valuable and interesting.
1527980854	G01.1_1527980854_6	The correct positioning information is important for the guidance system.
1535824984	G01.1_1535824984_1	Expansions of mobile services and private data have required increased level of protection.
1535824984	G01.1_1535824984_2	Speaker recognition, one of the biometric technologies, arises lots of research interests for its simple, cheap and convenient characteristics.
1535824984	G01.1_1535824984_3	In this paper, a robust speaker recognition system which facilitates reliable authentication with multi-channel voices is presented.
1535824984	G01.1_1535824984_4	A large multi-channel corpus, including mobile phone, personal digital assistant (PDA), telephone and microphone, is collected to evaluate the system performance.
1549686097	G01.1_1549686097_1	In todayu0027s mobile information society, location-based services play an increasingly important role.
1549686097	G01.1_1549686097_2	These services are to be accessed by users with a mobile end device for the use of city maps, route planning, navigation, or traffic information.
1549686097	G01.1_1549686097_3	Mobile end devices, however, do not have computing power or storage capacity comparable to that of a personal computer or laptop.
1549686097	G01.1_1549686097_4	These deficits can be bypassed by employing special methods in development of the respective applications.
1549686097	G01.1_1549686097_5	This paper outlines the experience gained in the development of a prototype for route computation in public transport networks to be used on a personal digital assistant.
1549686097	G01.1_1549686097_6	Subdivision of the route computation process into various steps for minimizing the computation expenditure on the mobile end device plays a significant role.
1593729956	G10.1_1593729956_1	In this paper, we present a novel approach to accurately calibrate the kinematic model of a humanoid based on observations of its monocular camera.
1593729956	G10.1_1593729956_2	Our technique estimates the parameters of the complete model, consisting of the joint angle offsets of the whole body including the legs, as well as the camera extrinsic and intrinsic parameters.
1593729956	G10.1_1593729956_3	Furthermore, we developed an approach to automatically select a subset of configurations for the calibration process that yields a good trade-off between the number of observations and accuracy.
1593729956	G10.1_1593729956_4	Further, our approach to configuration selection yields substantially better optimization results compared to randomly chosen viable configurations.
1593729956	G10.1_1593729956_5	Hence, our system only requires a reduced number of configurations to achieve accurate results.
1593729956	G10.1_1593729956_6	Our optimization is general and the implementation, which is available online, can easily be applied to different humanoids.
24	M1_24_1	These outcomes were most evident (37% reduction in rates of MPS) when alcohol was consumed in the absence of post-exercise protein intake, as is likely to occur when intoxication reduces the athlete's compliance to sound recovery practices.
1	M1_1_1	The focus of the early post-exercise period (i.e., 1–8 h) is to enhance physiological processes that are critical for reversing the exercise-induced disturbances to homeostasis and physiological function and for promoting adaptations to training [1].
10	M1_10_1	We hypothesized that compared to post-exercise protein intake, co-ingestion of alcohol would down-regulate translation initiation signaling and decrease rates of MPS.
41	M9_41_1	The quest to increase lean body mass is widely pursued by those who lift weights.
41	M9_41_2	Research is lacking, however, as to the best approach for maximizing exercise-induced muscle growth.
41	M9_41_3	Bodybuilders generally train with moderate loads and fairly short rest intervals that induce high amounts of metabolic stress.
41	M9_41_4	Powerlifters, on the other hand, routinely train with high-intensity loads and lengthy rest periods between sets.
41	M9_41_5	Although both groups are known to display impressive muscularity, it is not clear which method is superior for hypertrophic gains.
41	M9_41_6	It has been shown that many factors mediate the hypertrophic process and that mechanical tension, muscle damage, and metabolic stress all can play a role in exercise-induced muscle growth.
41	M9_41_7	Therefore, the purpose of this paper is twofold: (a) to extensively review the literature as to the mechanisms of muscle hypertrophy and their application to exercise training and (b) to draw conclusions from the research as to the optimal protocol for maximizing muscle growth.
45	M13_45_1	Stretch training is widely used in a variety of fitness-related capacities such as increasing joint range of motion, preventing contractures and alleviating injuries.
45	M13_45_2	Moreover, some researches indicate that stretch training may induce muscle hypertrophy; however, studies on the topic have been primarily relegated to animal and in vitro models.
45	M13_45_3	The purpose of this brief review was to evaluate whether stretch training is a viable strategy to induce muscle hypertrophy in humans.
45	M13_45_4	Of the 10 studies identified, 3 observed some significantly positive effects of stretch training on muscle structure.
45	M13_45_5	Intriguingly, in these studies, the stretching was carried out with an apparatus that aided in its performance, or with an external overload.
45	M13_45_6	Of the 5 available studies that integrated stretching into a resistance training programme, 2 applied the stretching in the interset rest period and were the ones that showed enhanced muscle growth.
45	M13_45_7	In conclusion, passive, low-intensity stretch does not appear to confer beneficial changes in muscle size and architecture; alternatively, albeit limited evidence suggests that when stretching is done with a certain degree of tensile strain (particularly when loaded, or added between active muscle contractions) may elicit muscle hypertrophy.
46	M14_46_1	Cycle training is widely performed as a major part of any exercise program seeking to improve aerobic capacity and cardiovascular health.
46	M14_46_2	However, the effect of cycle training on muscle size and strength gain still requires further insight, even though it is known that professional cyclists display larger muscle size compared to controls.
46	M14_46_3	Therefore, the purpose of this review is to discuss the effects of cycle training on muscle size and strength of the lower extremity and the possible mechanisms for increasing muscle size with cycle training.
46	M14_46_4	It is plausible that cycle training requires a longer period to significantly increase muscle size compared to typical resistance training due to a much slower hypertrophy rate.
46	M14_46_5	Cycle training induces muscle hypertrophy similarly between young and older age groups, while strength gain seems to favor older adults, which suggests that the probability for improving in muscle quality appears to be higher in older adults compared to young adults.
46	M14_46_6	For young adults, higher-intensity intermittent cycling may be required to achieve strength gains.
46	M14_46_7	It also appears that muscle hypertrophy induced by cycle training results from the positive changes in muscle protein net balance.
2111507945	G07.1_2111507945_1	The growth of social media provides a convenient communication scheme for people, but at the same time it becomes a hotbed of misinformation.
2111507945	G07.1_2111507945_2	The wide spread of misinformation over social media is injurious to public interest.
2111507945	G07.1_2111507945_3	We design a framework, which integrates collective intelligence and machine intelligence, to help identify misinformation.
2111507945	G07.1_2111507945_4	The basic idea is: (1) automatically index the expertise of users according to their microblog contents; and (2) match the experts with given suspected misinformation.
2111507945	G07.1_2111507945_5	By sending the suspected misinformation to appropriate experts, we can collect the assessments of experts to judge the credibility of information, and help refute misinformation.
2111507945	G07.1_2111507945_6	In this paper, we focus on expert finding for misinformation identification.
2111507945	G07.1_2111507945_7	We propose a tag-based method to index the expertise of microblog users with social tags.
2111507945	G07.1_2111507945_8	Experiments on a real world dataset demonstrate the effectiveness of our method for expert finding with respect to misinformation identification in microblogs.
2202800066	G09.1_2202800066_1	Mobile devices are very common in everyone’s day-to- day life.
2202800066	G09.1_2202800066_2	Nowadays such devices come with many features of desktop or laptop.
2202800066	G09.1_2202800066_3	Hence people can use these devices for diverse applications.
2202800066	G09.1_2202800066_4	As the acceptability and usability of such devices are very high, there are chances that these devices can be used for illegal activities.
2202800066	G09.1_2202800066_5	The percentage of mobile phones or smart phones involved in cyber crimes is in hike.
2202800066	G09.1_2202800066_6	So it becomes necessary to digitally analyze such devices requiring cyber forensics tools.
2202800066	G09.1_2202800066_7	This paper discusses different types of digital evidence present in Microsoft’s Windows Mobile smart phones and an agent based approach for logically acquiring such devices.
2202800066	G09.1_2202800066_8	Also it describes a tool developed for forensically acquiring and analyzing Windows Mobile devices and WinCE PDAs.
2584932255	G05.1_2584932255_1	The hidden connection between these reports is that gene editing could be used to solve issues related to health care allocation.
2584932255	G05.1_2584932255_2	Improving the health of future generations might coincide with public health goals; it might improve the health of individuals and communities, and, if successful, might be seen as a public good.
2584932255	G05.1_2584932255_3	However, enhancing future generations will require In Vitro Fertilisation and Pre-implantation Genetic Diagnosis.
2584932255	G05.1_2584932255_4	Remarkably, the necessary involvement of women in an enhancing scenario has not been discussed by its proponents.
2584932255	G05.1_2584932255_5	The present discourse on moral obligations of future generations, although not referring to women, seems to imply that women might be required, morally, if not legally, to reproduce with IVF.
2584932255	G05.1_2584932255_6	Enhancing future generations will be gendered, unless the artificial womb is developed.
2584932255	G05.1_2584932255_7	These are challenging issues that require a wider perspective, of both women and men.
2584932255	G05.1_2584932255_8	Despite the lack of a unified feminist conclusion in the discussions about the merits and risks of human genome modification, there is an urgent need to clarify the role of women in this scenario.
2803622358	G07.1_2803622358_1	The advent of WWW changed the way we can produce and access information.
2803622358	G07.1_2803622358_2	Recent studies showed that users tend to select information that is consistent with their system of beliefs, forming polarized groups of like-minded people around shared narratives where dissenting information is ignored.
2803622358	G07.1_2803622358_3	In this environment, users cooperate to frame and reinforce their shared narrative making any attempt at debunking inefficient.
2803622358	G07.1_2803622358_4	Such a configuration occurs even in the consumption of news online, and considering that 63% of users access news directly form social media, one hypothesis is that more polarization allows for further spreading of misinformation.
2803622358	G07.1_2803622358_5	Along this path, we focus on the polarization of users around news outlets on Facebook in different European countries (Italy, France, Spain and Germany).
2803622358	G07.1_2803622358_6	First, we compare the page posting behavior and the users interacting patterns across countries and observe different posting, liking and commenting rates.
2803622358	G07.1_2803622358_7	Second, we explore the tendency of users to interact with different pages (i.e., selective exposure) and the emergence of polarized communities generated around specific pages.
2803622367	G07.1_2803622367_1	We find that Italy is the most polarized country, followed by France, Germany and lastly Spain.
2803622367	G07.1_2803622367_2	Finally, we present a variation of the Bounded Confidence Model to simulate the emergence of these communities by considering the usersu0027 engagement and trust on the news.
2803622367	G07.1_2803622367_3	Our findings suggest that trust in information broadcaster plays a pivotal role against polarization of users online.
30	M1_30_1	Regrettably, there has been difficulty in finding an educational message with alcohol consumption related to sports performance that has resonance with athletes.
